highway,BUILDINGNAME,BLOCK,ROAD,POSTALCODE,XCOORD,YCOORD,LATITUDE,LONGITUDE
EAST COAST PARKWAY,MARINE CRESCENT VILLE,33,MARINE CRESCENT,440033,36777.0948495,31665.9598216,1.302648966066726,103.91218478455741
KALLANG PAYA LEBAR EXPRESSWAY,MACPHERSON VIEW,81,MACPHERSON LANE,360081,33895.9123575,34930.1018332,1.3321693820986475,103.88629667673281
KALLANG PAYA LEBAR EXPRESSWAY,MACPHERSON VIEW,83,MACPHERSON LANE,360083,33809.2425891,34861.5958516,1.3315498552515974,103.88551788717108
KALLANG PAYA LEBAR EXPRESSWAY,null,82A,MACPHERSON LANE,361082,33829.0454175,34900.0202397,1.331897347861584,103.88569583399246
KALLANG PAYA LEBAR EXPRESSWAY,BALAM GARDENS,31,BALAM ROAD,370031,33797.0169268,34655.0934105,1.3296823234314858,103.88540799359573
KALLANG PAYA LEBAR EXPRESSWAY,null,12,MERPATI ROAD,370012,33680.5809271,34439.30905,1.3277308688401617,103.88436171175316
KALLANG PAYA LEBAR EXPRESSWAY,null,125,ALJUNIED ROAD,380125,33390.1836258,33946.0499407,1.3232700623971094,103.88175224685818
KALLANG PAYA LEBAR EXPRESSWAY,null,121,PAYA LEBAR WAY,381121,33513.508104,33797.3240257,1.321925016304109,103.88286035597224
KALLANG PAYA LEBAR EXPRESSWAY,null,122,PAYA LEBAR WAY,381122,33469.307495,33872.0008925,1.3226003751722375,103.88246320357483
KALLANG PAYA LEBAR EXPRESSWAY,UPPER BOON KENG RIVERVIEW,38,UPPER BOON KENG ROAD,380038,32552.2434025,33367.8109246,1.3180408108562742,103.87422282406389
KALLANG PAYA LEBAR EXPRESSWAY,null,19,UPPER BOON KENG ROAD,380019,32479.56053,33038.9416237,1.315066644488136,103.87356968355412
KALLANG PAYA LEBAR EXPRESSWAY,KALLANG BREEZE,22,LORONG 3 GEYLANG,380022,32562.5125425,32979.6316004,1.3145302535117431,103.87431504023486
KALLANG PAYA LEBAR EXPRESSWAY,KALLANG BREEZE,20B,LORONG 3 GEYLANG,383020,32515.4332968,32991.1000184,1.3146339767596105,103.87389201136978
KALLANG PAYA LEBAR EXPRESSWAY,null,114A,LORONG 3 GEYLANG,382114,32576.5807078,32747.2123798,1.3124283345659338,103.87444141538025
KALLANG PAYA LEBAR EXPRESSWAY,null,123,PAYA LEBAR WAY,381123,33555.2240446,33889.2168071,1.32275605425738,103.88323521219077
KALLANG PAYA LEBAR EXPRESSWAY,null,124,PAYA LEBAR WAY,381124,33611.3007208,33926.0076018,1.323088766816833,103.88373909743923
KALLANG PAYA LEBAR EXPRESSWAY,null,78,CIRCUIT ROAD,370078,33776.1342275,34455.8644264,1.3278805717589022,103.8852203134094
KALLANG PAYA LEBAR EXPRESSWAY,null,31A,CIRCUIT ROAD,379497,33803.9276523,34599.6028738,1.3291804855577027,103.88547007975606
KALLANG PAYA LEBAR EXPRESSWAY,null,27A,BALAM ROAD,371027,33839.3868071,34732.5934024,1.3303831975043754,103.88578872517797
KALLANG PAYA LEBAR EXPRESSWAY,BALAM GARDENS,23,BALAM ROAD,370023,33922.623611,34799.1896255,1.3309854537811476,103.88653666695754
KRANJI EXPRESSWAY,SEGAR GARDENS,480A,SEGAR ROAD,671480,21167.2608664,41302.3807033,1.389797770079666,103.77192110976505
KRANJI EXPRESSWAY,SEGAR GROVE,488A,SEGAR ROAD,671488,21093.996667,41309.2936687,1.3898602711053465,103.77126277264618
KRANJI EXPRESSWAY,SEGAR GARDENS,478A,SEGAR ROAD,671478,21285.2794276,41313.2498455,1.3898960941557315,103.77298159532275
PAN ISLAND EXPRESSWAY,null,341,TAMPINES STREET 33,520341,42224.534327,37028.716866,1.3511457015677049,103.96113493872447
PAN ISLAND EXPRESSWAY,null,340,TAMPINES STREET 33,520340,42074.6039279,37028.7082396,1.3511456944937246,103.95978772229246
PAN ISLAND EXPRESSWAY,null,322,TAMPINES STREET 33,520322,41889.8004227,36998.8723011,1.3508759559290724,103.95812713579153
PAN ISLAND EXPRESSWAY,null,289,TAMPINES STREET 22,520289,41579.3198602,36862.3204113,1.349641174588638,103.95533721619233
PAN ISLAND EXPRESSWAY,MULTI STOREY CAR PARK,769A,BEDOK RESERVOIR VIEW,471769,39690.6525824,35310.2084137,1.3356052456351284,103.93836578732072
PAN ISLAND EXPRESSWAY,LONGVALE,768,BEDOK RESERVOIR VIEW,470768,39574.4541864,35316.7382167,1.3356643434385578,103.9373216818325
PAN ISLAND EXPRESSWAY,MULTI STOREY CAR PARK,765A,BEDOK RESERVOIR VIEW,471765,39465.0527082,35321.3529945,1.335706119443562,103.93633864967542
PAN ISLAND EXPRESSWAY,EUNOS GROVE,613,BEDOK RESERVOIR ROAD,470613,37315.8769458,34899.6659833,1.3318932738361937,103.91702696008223
PAN ISLAND EXPRESSWAY,EUNOS CRESCENT VIEW,21,EUNOS CRESCENT,400021,35786.2728566,34140.8619785,1.325031355325075,103.9032824237244
PAN ISLAND EXPRESSWAY,KAMPONG UBI VIEW,336,UBI AVENUE 1,400336,35623.7838775,34217.026789,1.3257202034796858,103.90182239258336
PAN ISLAND EXPRESSWAY,null,93,PAYA LEBAR WAY,370093,34096.9823917,33886.8746402,1.322734769227417,103.88810319625672
PAN ISLAND EXPRESSWAY,null,85,CIRCUIT ROAD,370085,33835.6805227,33877.7621913,1.3226524105243758,103.88575525946317
PAN ISLAND EXPRESSWAY,null,121,PAYA LEBAR WAY,381121,33513.508104,33797.3240257,1.321925016304109,103.88286035597224
PAN ISLAND EXPRESSWAY,null,120,PAYA LEBAR WAY,381120,33673.2912767,33871.3169268,1.3225941524382037,103.88429610528239
PAN ISLAND EXPRESSWAY,null,99,ALJUNIED CRESCENT,380099,33674.4267196,33737.1929531,1.3213811829142124,103.88430628309914
PAN ISLAND EXPRESSWAY,KIM KEAT VIEW,195,KIM KEAT AVENUE,310195,30876.5316394,34722.5765764,1.3302930339086587,103.85916582140901
PAN ISLAND EXPRESSWAY,TOA PAYOH GREEN,173,LORONG 1 TOA PAYOH,310173,29025.4630694,34691.0678172,1.330008198666789,103.84253293632285
PAN ISLAND EXPRESSWAY,null,175,BUKIT BATOK WEST AVENUE 8,650175,17792.5741246,36409.6778185,1.3455489795391293,103.74159862974886
PAN ISLAND EXPRESSWAY,null,174,BUKIT BATOK WEST AVENUE 8,650174,17731.2602094,36421.3819333,1.3456548063466554,103.74104768331274
PAN ISLAND EXPRESSWAY,null,332,JURONG EAST AVENUE 1,600332,16523.6189936,37077.851792,1.3515912392724863,103.73019605105023
PAN ISLAND EXPRESSWAY,null,333,JURONG EAST AVENUE 1,600333,16608.7957331,37039.1849876,1.3512415835964047,103.73096143164052
PAN ISLAND EXPRESSWAY,null,334,JURONG EAST AVENUE 1,600334,16672.3554116,36988.4517607,1.3507827952190896,103.73153257388715
PAN ISLAND EXPRESSWAY,null,335,JURONG EAST AVENUE 1,600335,16742.4839992,36926.1662433,1.3502195345186323,103.73216274594617
PAN ISLAND EXPRESSWAY,null,261,JURONG EAST STREET 24,600261,17659.2955962,36293.215183,1.3444956886217818,103.74040108174911
PAN ISLAND EXPRESSWAY,null,263,JURONG EAST STREET 24,600263,17814.5477425,36276.4119724,1.3443437795826318,103.74179612084666
PAN ISLAND EXPRESSWAY,null,101,ALJUNIED CRESCENT,380101,33568.2217827,33686.4999826,1.3209227533054797,103.88335196704577
PAN ISLAND EXPRESSWAY,null,96,ALJUNIED CRESCENT,380096,33798.74538,33767.6384586,1.321656497869635,103.88542335697807
PAN ISLAND EXPRESSWAY,null,91,PAYA LEBAR WAY,370091,33945.0409877,33880.9435985,1.322681160950619,103.88673792149511
PAN ISLAND EXPRESSWAY,null,95,ALJUNIED CRESCENT,380095,33884.6982208,33772.8143443,1.3217032903088983,103.88619568924186
PAN ISLAND EXPRESSWAY,null,536,BEDOK NORTH STREET 3,460536,38001.8396252,35081.9084236,1.3335411894607698,103.92319077443246
PAN ISLAND EXPRESSWAY,null,528,BEDOK NORTH STREET 3,460528,38519.0407399,35232.4963038,1.3349028758736705,103.92783816728613
PAN ISLAND EXPRESSWAY,PEARL GARDEN,106,BEDOK NORTH AVENUE 4,460106,39548.3573124,35183.4506986,1.3344589503418733,103.93708713619426
PAN ISLAND EXPRESSWAY,PEARL GARDEN,101,BEDOK NORTH AVENUE 4,460101,39641.5706253,35186.2982803,1.3344846671241373,103.93792471096874
PAN ISLAND EXPRESSWAY,null,114,SIMEI STREET 1,520114,41034.0686786,36221.8348326,1.3438491051659944,103.95043752565735
PAN ISLAND EXPRESSWAY,null,112,SIMEI STREET 1,520112,40936.3683792,36140.0575812,1.3431095844729948,103.94955959597233
TAMPINES EXPRESSWAY,MULTI STOREY CAR PARK,185,RIVERVALE CRESCENT,540185,36170.0829973,41741.3541839,1.3937673411977343,103.90673323777098
TAMPINES EXPRESSWAY,RIVERVALE GATEWAY,185A,RIVERVALE CRESCENT,541185,36212.7073406,41692.1530012,1.3933223716902081,103.90711623715718
TAMPINES EXPRESSWAY,TAMPINES GREENEDGE,492J,TAMPINES STREET 45,529492,41532.1762951,38513.1027366,1.3645702494899872,103.9549143480437
TAMPINES EXPRESSWAY,null,498J,TAMPINES STREET 45,527498,41752.5028509,38365.5111446,1.3632353853899808,103.95689406022998
TAMPINES EXPRESSWAY,null,498H,TAMPINES STREET 45,526498,41821.6364996,38334.8333626,1.3629579149679536,103.9575152573393
TAMPINES EXPRESSWAY,null,353,TAMPINES STREET 33,520353,42435.2611193,37401.0386119,1.3545127372864858,103.96302862663842
TAMPINES EXPRESSWAY,MULTI STOREY CAR PARK,142A,PASIR RIS STREET 11,511142,42070.8492753,38325.5542279,1.3628738807509613,103.95975459335052
TAMPINES EXPRESSWAY,null,142,PASIR RIS STREET 11,510142,41975.9322684,38389.5395953,1.3634525850921655,103.95890173176286
TAMPINES EXPRESSWAY,MULTI STOREY CAR PARK,135A,PASIR RIS STREET 11,511135,41750.4556152,38537.0169862,1.364786420367311,103.95687574357007
TAMPINES EXPRESSWAY,null,135,PASIR RIS STREET 11,510135,41816.8622397,38510.0298703,1.3645423281781865,103.95747243865515
TAMPINES EXPRESSWAY,null,124,PASIR RIS STREET 11,510124,41464.7183122,38651.3241175,1.3658203022911248,103.95430825576685
TAMPINES EXPRESSWAY,null,560,PASIR RIS STREET 51,510560,41032.3086558,38755.6669983,1.3667641337322427,103.95042281132778
TAMPINES EXPRESSWAY,COSTA RIS,526A,PASIR RIS STREET 51,511526,40663.1194041,38841.6202932,1.3675416235526605,103.94710543371176
TAMPINES EXPRESSWAY,MULTI STOREY CAR PARK,782A,PASIR RIS STREET 71,511782,39691.3228669,39472.0961891,1.3732438132318243,103.93837343074618
TAMPINES EXPRESSWAY,PUNGGOL EDGE,121,EDGEDALE PLAINS,820121,36344.3829068,41731.9445033,1.3936821938556156,103.90829945676529
TAMPINES EXPRESSWAY,MULTI STOREY CAR PARK,119,EDGEFIELD PLAINS,820119,36145.7369143,41927.7700948,1.3954532252345944,103.90651452114689
TAMPINES EXPRESSWAY,PUNGGOL EDGE,120B,EDGEDALE PLAINS,822120,36264.8337422,41859.721069,1.394837781052518,103.90758468123387
TAMPINES EXPRESSWAY,PUNGGOL CREST,209,PUNGGOL PLACE,820209,35524.9790389,42317.3421398,1.3989765403616952,103.90093662000334
TAMPINES EXPRESSWAY,PUNGGOL WAVES,212,PUNGGOL WALK,820212,35329.6431229,42397.0615315,1.3996975436381192,103.89918138922359
AYER RAJAH EXPRESSWAY,null,605,CLEMENTI WEST STREET 1,120605,20732.8989856,31968.4425234,1.3053849009935499,103.76802028099979
AYER RAJAH EXPRESSWAY,null,610,CLEMENTI WEST STREET 1,120610,20816.7361247,31875.7945256,1.3045470452555883,103.76877361790748
AYER RAJAH EXPRESSWAY,MOUNT FABER GREEN,1,TELOK BLANGAH CRESCENT,090001,26283.7653136,29101.3356425,1.2794566007729493,103.81789756198557
AYER RAJAH EXPRESSWAY,MOUNT FABER GREEN,5,TELOK BLANGAH CRESCENT,090005,26430.9843673,29020.3307998,1.2787240290544513,103.81922038480256
AYER RAJAH EXPRESSWAY,null,426,CLEMENTI AVENUE 3,120426,20309.0107958,32653.5214684,1.3115804064302736,103.76421127977773
AYER RAJAH EXPRESSWAY,null,431,CLEMENTI AVENUE 3,120431,20122.4845882,32896.1259866,1.3137743872482994,103.7625351897209
CENTRAL EXPRESSWAY,null,547,ANG MO KIO AVENUE 10,560547,30770.0718461,39578.636465,1.374209517435547,103.85820966788779
CENTRAL EXPRESSWAY,null,551,ANG MO KIO AVENUE 10,560551,30820.8244748,39547.5767919,1.3739286200589316,103.8586657137937
CENTRAL EXPRESSWAY,TENTERAM PEAK,117,JALAN TENTERAM,320117,31153.3012048,34506.0969603,1.3283352416971104,103.86165272793812
CENTRAL EXPRESSWAY,TENTERAM PEAK,116,JALAN TENTERAM,320116,31106.9655527,34435.8476942,1.3276999370452631,103.86123636948065
CENTRAL EXPRESSWAY,WHAMPOA HEIGHTS,21,JALAN TENTERAM,320021,30983.9253514,34265.2522832,1.3261571450040566,103.86013076923501
CENTRAL EXPRESSWAY,WHAMPOA COURT,75,WHAMPOA DRIVE,320075,30767.3911924,34073.0277948,1.3244187553336402,103.8581850749943
CENTRAL EXPRESSWAY,WHAMPOA VIEW,95,WHAMPOA DRIVE,320095,30546.3107823,33826.8221735,1.322192178190122,103.85619852851454
CENTRAL EXPRESSWAY,WHAMPOA VIEW,94,WHAMPOA DRIVE,320094,30496.8773231,33803.2956568,1.3219794167845678,103.85575434084689
CENTRAL EXPRESSWAY,WHAMPOA VIEW,96,WHAMPOA DRIVE,320096,30487.0628991,33756.5567444,1.3215567274174516,103.85566614929112
CENTRAL EXPRESSWAY,WHAMPOA VIEW,97,WHAMPOA DRIVE,320097,30407.119827,33725.0160525,1.3212714909655758,103.85494781624816
CENTRAL EXPRESSWAY,WHAMPOA VIEW,101,WHAMPOA DRIVE,323101,30280.9321186,33630.5410186,1.3204171018757758,103.85381394640238
CENTRAL EXPRESSWAY,null,13,YORK HILL,162013,28550.4427811,29885.0439324,1.286544225587529,103.8382645294106
CENTRAL EXPRESSWAY,TIONG BAHRU ESTATE,81,TIONG POH ROAD,160081,27951.0566145,29448.5457676,1.2825966940937237,103.83287880396556
CENTRAL EXPRESSWAY,null,132,JALAN BUKIT MERAH,160132,27441.949764,29021.8808535,1.2787380812794333,103.82830428838527
CENTRAL EXPRESSWAY,null,136,JALAN BUKIT MERAH,160136,27356.5840917,28972.0734637,1.278287639075372,103.82753724677089
CENTRAL EXPRESSWAY,null,137,JALAN BUKIT MERAH,160137,27292.2264886,28956.5512547,1.27814726027832,103.82695896998526
CENTRAL EXPRESSWAY,null,142,JALAN BUKIT MERAH,160142,27414.3393395,28830.6034503,1.2770082349737266,103.82805620188223
CENTRAL EXPRESSWAY,null,141,JALAN BUKIT MERAH,160141,27490.3191824,28845.7921364,1.2771455974483867,103.82873890860469
CENTRAL EXPRESSWAY,MULTI STOREY CAR PARK,56,OWEN ROAD,210056,29912.3498913,33305.9361134,1.3174815151799244,103.85050202242896
PAN ISLAND EXPRESSWAY,SIMS VISTA,41,SIMS DRIVE,380041,32700.0887008,33236.728853,1.31685532892229,103.87555126980803
PAN ISLAND EXPRESSWAY,MACPHERSON SPRING,83B,CIRCUIT ROAD,372083,34312.3143669,33967.1285948,1.323460513522612,103.89003808399738
PAN ISLAND EXPRESSWAY,MACPHERSON SPRING,83,CIRCUIT ROAD,370083,34336.5559345,33979.2293715,1.3235699435920059,103.89025590981016
PAN ISLAND EXPRESSWAY,MACPHERSON SPRING,83A,CIRCUIT ROAD,371083,34264.7055224,33950.8719029,1.3233135036266974,103.8896102900107
PAN ISLAND EXPRESSWAY,MACPHERSON SPRING,82,CIRCUIT ROAD,370082,34319.7733667,34062.9745867,1.324327308800822,103.8901051267753
PAN ISLAND EXPRESSWAY,KAMPUNG UBI ESTATE,329,UBI AVENUE 1,400329,35956.9862522,34361.534013,1.32702698949119,103.90481643175177
PAN ISLAND EXPRESSWAY,KAMPUNG UBI ESTATE,330,UBI AVENUE 1,400330,35871.6432204,34303.9713301,1.3265064355392773,103.90404956376945
PAN ISLAND EXPRESSWAY,KAMPONG UBI VIEW,335,UBI AVENUE 1,400335,35735.8367705,34252.5744474,1.326041655453942,103.90282925678476
KALLANG PAYA LEBAR EXPRESSWAY,UPPER BOON KENG RIVERVIEW,39,UPPER BOON KENG ROAD,380039,32552.6537153,33443.3081142,1.3187235805296271,103.87422652207445
KALLANG PAYA LEBAR EXPRESSWAY,SIMS VISTA,41,SIMS DRIVE,380041,32700.0887008,33236.728853,1.31685532892229,103.87555126980803
KRANJI EXPRESSWAY,null,452,CHOA CHU KANG AVENUE 4,680452,17095.3237877,40253.5513,1.3803113041853714,103.73533201083242
KRANJI EXPRESSWAY,MULTI STOREY CAR PARK,511A,CHOA CHU KANG STREET 51,681511,17738.0094855,41169.0042883,1.3885905546816435,103.74110669129672
KRANJI EXPRESSWAY,SENJA GATEWAY,635A,SENJA ROAD,671635,19529.8789342,40944.6615646,1.3865622582454167,103.75720807249452
KRANJI EXPRESSWAY,SENJA PARC VIEW,636,SENJA ROAD,670636,19614.7039294,41030.8583654,1.3873418150768262,103.75797026475111
KRANJI EXPRESSWAY,SENJA VALLEY,646,SENJA CLOSE,670646,20262.134618,41283.8197401,1.3896296846188134,103.76378785600114
EAST COAST PARKWAY,MARINE CRESCENT VILLE,30,MARINE CRESCENT,440030,36663.4876956,31839.982325,1.3042227947677383,103.91116402135407
EAST COAST PARKWAY,MARINE DRIVE GARDENS,66,MARINE DRIVE,440066,36505.0605286,31805.6036464,1.3039119302809996,103.90974047149903
EAST COAST PARKWAY,MARINE DRIVE GARDENS,65,MARINE DRIVE,440065,36504.3917878,31749.6024888,1.303405476174082,103.90973444729228
EAST COAST PARKWAY,MULTI STOREY CAR PARK,65A,MARINE DRIVE,441065,36517.942522,31695.2403728,1.3029138410646772,103.90985619195604
EAST COAST PARKWAY,MARINE DRIVE GARDENS,64,MARINE DRIVE,440064,36476.2380833,31606.6642361,1.302112801814716,103.90948143466196
PAN ISLAND EXPRESSWAY,RAJAH COURT,105,JALAN RAJAH,320105,30318.8257576,34498.3785639,1.328265514279623,103.85415450603452
PAN ISLAND EXPRESSWAY,RAJAH COURT,106,JALAN RAJAH,321106,30379.4082469,34521.7152096,1.3284765579509907,103.85469887486609
PAN ISLAND EXPRESSWAY,RAJAH COURT,108,JALAN RAJAH,320108,30480.484899,34512.0740396,1.3283893585587772,103.8556071035229
PAN ISLAND EXPRESSWAY,null,53,JALAN MA'MOR,320053,30535.0457046,34499.820682,1.3282785390436653,103.85609736140422
PAN ISLAND EXPRESSWAY,null,54,JALAN MA'MOR,320054,30556.0205698,34497.2177262,1.3282549970805788,103.8562858318969
PAN ISLAND EXPRESSWAY,null,57,JALAN MA'MOR,320057,30611.2881223,34516.5310607,1.3284296553340025,103.85678244291984
PAN ISLAND EXPRESSWAY,null,63,JALAN MA'MOR,320063,30689.1689459,34531.1946578,1.3285622609203036,103.85748224631628
PAN ISLAND EXPRESSWAY,null,58,JALAN MA'MOR,320058,30654.1073611,34508.9019246,1.3283606564297668,103.85716719671132
PAN ISLAND EXPRESSWAY,null,64,JALAN MA'MOR,320064,30730.3706334,34527.8876082,1.32853234946814,103.85785246590221
PAN ISLAND EXPRESSWAY,MULTI STOREY CAR PARK,161A,LORONG 1 TOA PAYOH,311161,29294.3234592,34714.5704828,1.3302207381947966,103.84494879775276
PAN ISLAND EXPRESSWAY,TOA PAYOH GREEN,159,LORONG 1 TOA PAYOH,310159,29368.4667922,34770.8095165,1.3307293408383976,103.84561501948791
PAN ISLAND EXPRESSWAY,KIM KEAT BEACON,265,KIM KEAT AVENUE,310265,30979.934548,34876.1358343,1.3316817593255146,103.86009496916195
PAN ISLAND EXPRESSWAY,KIM KEAT BEACON,265A,KIM KEAT AVENUE,311265,30947.9184974,34911.1782293,1.3319986734227587,103.8598072903192
PAN ISLAND EXPRESSWAY,null,613B,BEDOK RESERVOIR ROAD,472613,37448.9044013,34998.5287548,1.3327873115851672,103.91822231613303
PAN ISLAND EXPRESSWAY,BEDOK NORTH GREEN,540,BEDOK NORTH STREET 3,460540,37879.6366363,34815.256749,1.3311297292007318,103.92209262593109
PAN ISLAND EXPRESSWAY,LONGVALE,761,BEDOK RESERVOIR VIEW,470761,39209.5881713,35373.9599004,1.3361819726466562,103.93404317615229
PAN ISLAND EXPRESSWAY,MULTI STOREY CAR PARK,761A,BEDOK RESERVOIR VIEW,471761,39254.3876324,35345.0114192,1.3359201566188894,103.93444571395426
PAN ISLAND EXPRESSWAY,null,319,TAMPINES STREET 33,520319,41697.1518193,36997.6738403,1.3508652063412285,103.95639606957693
PAN ISLAND EXPRESSWAY,null,292,TAMPINES STREET 22,520292,41628.1101549,36922.3009915,1.350183594208271,103.9557756538076
PAN ISLAND EXPRESSWAY,null,296,TAMPINES STREET 22,520296,41595.429147,37011.2328679,1.350987875491852,103.95548203515872
PAN ISLAND EXPRESSWAY,null,135,SIMEI STREET 1,520135,41769.5113995,36684.9847744,1.34803733103334,103.95704612185254
PAN ISLAND EXPRESSWAY,null,348,TAMPINES STREET 33,520348,42472.9229055,37181.3124821,1.3525255992722645,103.96336693543145
PAN ISLAND EXPRESSWAY,null,347,TAMPINES STREET 33,520347,42444.748528,37109.9709051,1.3518804267356272,103.96311373701971
PAN ISLAND EXPRESSWAY,null,346,TAMPINES STREET 33,520346,42384.3086917,37038.9219286,1.3512379158622574,103.96257061400914
PAN ISLAND EXPRESSWAY,null,342,TAMPINES STREET 33,520342,42298.3394758,37028.7211035,1.3511457046928517,103.96179812314817
PAN ISLAND EXPRESSWAY,null,349,TAMPINES STREET 33,520349,42433.3900131,37279.8658846,1.3534168980011902,103.96301175535265
PAN ISLAND EXPRESSWAY,null,558,JURONG WEST STREET 42,640558,15093.3481312,37366.1826677,1.3541982123036225,103.71734405735631
PAN ISLAND EXPRESSWAY,SPRING HAVEN @ JURONG,561B,JURONG WEST STREET 42,642561,15352.49495,37429.5094643,1.3547710271748095,103.71967262747053
PAN ISLAND EXPRESSWAY,TOH GUAN VIEW,275,TOH GUAN ROAD,600275,18501.0016107,35913.4884354,1.3410618565034176,103.74796443374755
PAN ISLAND EXPRESSWAY,TOH GUAN VIEW,280,TOH GUAN ROAD,600280,18426.4048935,35847.4789874,1.3404648675461117,103.74729415926136
PAN ISLAND EXPRESSWAY,null,111,SIMEI STREET 1,520111,40930.1320849,36062.9588823,1.3424123353415134,103.94950352629506
PAN ISLAND EXPRESSWAY,SKYLINE II @ BUKIT BATOK,296,BUKIT BATOK STREET 22,650296,18383.3367308,36187.1882521,1.343537060293406,103.74690705878058
PAN ISLAND EXPRESSWAY,SKYLINE I @ BUKIT BATOK,194,BUKIT BATOK WEST AVENUE 6,650194,18171.3893216,36309.0038411,1.3446386473544947,103.74500254538417
PAN ISLAND EXPRESSWAY,null,257,JURONG EAST STREET 24,600257,17462.2304399,36295.6945546,1.3445180426751377,103.73863033261128
PAN ISLAND EXPRESSWAY,NANYANG PEARL,850,JURONG WEST STREET 81,640850,12265.7199934,36507.0078496,1.346426807212305,103.69193650637403
PAN ISLAND EXPRESSWAY,NANYANG PEARL,851,JURONG WEST STREET 81,640851,12325.5588287,36525.2338069,1.3465916671126799,103.69247418413785
PAN ISLAND EXPRESSWAY,TOA PAYOH GREEN,172A,LORONG 1 TOA PAYOH,311172,29016.1059038,34720.8510592,1.330277548069769,103.84244885796329
PAN ISLAND EXPRESSWAY,null,241,KIM KEAT LINK,310241,30499.3214023,34746.0511533,1.330505363016131,103.85577637898886
PAN ISLAND EXPRESSWAY,null,247,KIM KEAT LINK,310247,30442.6328588,34807.6846681,1.3310627592614992,103.8552670056852
PAN ISLAND EXPRESSWAY,null,242,KIM KEAT LINK,310242,30504.3313287,34674.5199473,1.3298584597607552,103.85582139011957
PAN ISLAND EXPRESSWAY,null,246,KIM KEAT LINK,310246,30506.8765029,34776.510582,1.3307808266567398,103.8558442682847
TAMPINES EXPRESSWAY,null,368,TAMPINES STREET 34,520368,42241.5810133,37839.1101367,1.3584745832988194,103.96128849813148
TAMPINES EXPRESSWAY,null,497H,TAMPINES STREET 45,526497,42104.7858295,37998.4570267,1.3599157214288624,103.9600593810912
TAMPINES EXPRESSWAY,null,369,TAMPINES STREET 34,520369,42126.5038342,37863.9367845,1.358699160979592,103.96025446784536
