highway,BUILDINGNAME,BLOCK,ROAD,POSTALCODE,XCOORD,YCOORD,LATITUDE,LONGITUDE
AYER RAJAH EXPRESSWAY,null,605,CLEMENTI WEST STREET 1,120605,20732.8989856,31968.4425234,1.3053849009935499,103.76802028099979
AYER RAJAH EXPRESSWAY,null,606,CLEMENTI WEST STREET 1,120606,20729.5649369,31909.686949,1.3048535358453588,103.7679903367412
AYER RAJAH EXPRESSWAY,null,604,CLEMENTI WEST STREET 1,120604,20674.2506204,31973.1847294,1.3054277739757236,103.76749329715197
AYER RAJAH EXPRESSWAY,CLEMENTI PEAKS,466,CLEMENTI AVENUE 1,120466,20605.5811009,32407.3337657,1.3093540458271262,103.7668761664633
AYER RAJAH EXPRESSWAY,CLEMENTI PEAKS,466A,CLEMENTI AVENUE 1,121466,20644.3305672,32459.3513237,1.3098244832254287,103.76722433658644
AYER RAJAH EXPRESSWAY,CLEMENTI PEAKS,465A,CLEMENTI AVENUE 1,121465,20693.1179865,32396.3412816,1.3092546546010986,103.76766272974935
AYER RAJAH EXPRESSWAY,CLEMENTI PEAKS,463,CLEMENTI AVENUE 1,120463,20715.4563335,32585.5510485,1.3109658051561897,103.7678634060363
AYER RAJAH EXPRESSWAY,CLEMENTI PEAKS,464B,CLEMENTI AVENUE 1,122464,20727.6256067,32493.953713,1.3101374345807588,103.76797277430971
AYER RAJAH EXPRESSWAY,null,461,CLEMENTI AVENUE 3,120461,20552.5417564,32600.3005159,1.3110991550968671,103.7663995363268
AYER RAJAH EXPRESSWAY,null,460,CLEMENTI AVENUE 3,120460,20612.1508879,32606.0777357,1.3111514165513762,103.76693515181285
AYER RAJAH EXPRESSWAY,null,459,CLEMENTI AVENUE 3,120459,20629.7381906,32632.3940828,1.3113894163629984,103.76709317597796
AYER RAJAH EXPRESSWAY,null,462,CLEMENTI AVENUE 3,120462,20497.658002,32600.2583224,1.3110987601977482,103.76590637927724
AYER RAJAH EXPRESSWAY,WEST COAST VISTA,506,WEST COAST DRIVE,120506,19936.8688417,32757.0923945,1.312516969404304,103.76086737712221
AYER RAJAH EXPRESSWAY,null,430,CLEMENTI AVENUE 3,120430,20124.4698956,32842.8712248,1.3132927708574358,103.762553042236
AYER RAJAH EXPRESSWAY,null,431,CLEMENTI AVENUE 3,120431,20122.4845882,32896.1259866,1.3137743872482994,103.7625351897209
AYER RAJAH EXPRESSWAY,null,429,CLEMENTI AVENUE 3,120429,20158.7384895,32800.7874072,1.3129121887086408,103.76286097301913
AYER RAJAH EXPRESSWAY,WEST COAST VISTA,508,WEST COAST DRIVE,120508,20036.3729313,32662.3009089,1.3116597352377404,103.76176149423377
AYER RAJAH EXPRESSWAY,WEST COAST VISTA,507,WEST COAST DRIVE,120507,19929.604798,32708.7403499,1.3120796890231816,103.76080211874535
AYER RAJAH EXPRESSWAY,null,428,CLEMENTI AVENUE 3,120428,20204.1286,32756.5342529,1.31251199063392,103.76326883650665
AYER RAJAH EXPRESSWAY,null,433,CLEMENTI AVENUE 3,120433,20043.7111618,32922.869203,1.3140162229843284,103.76182736484273
AYER RAJAH EXPRESSWAY,null,428,CLEMENTI AVENUE 3,120428,20225.0855163,32747.7251195,1.3124323293011784,103.76345714683423
AYER RAJAH EXPRESSWAY,null,427,CLEMENTI AVENUE 3,120427,20263.5742541,32696.673322,1.311970644899582,103.76380299965858
AYER RAJAH EXPRESSWAY,null,431,CLEMENTI AVENUE 3,120431,20206.9338973,32849.2427564,1.3133504137019831,103.76329402013883
AYER RAJAH EXPRESSWAY,null,505,WEST COAST DRIVE,120505,19838.281539,32730.9522374,1.3122805412549243,103.75998152905572
AYER RAJAH EXPRESSWAY,null,504,WEST COAST DRIVE,120504,19796.0229238,32727.9531645,1.3122534074864416,103.75960181564191
AYER RAJAH EXPRESSWAY,null,501,WEST COAST DRIVE,120501,19713.9562499,32622.053117,1.3112956636533148,103.75886443499822
AYER RAJAH EXPRESSWAY,null,501,WEST COAST DRIVE,120501,19763.8218754,32734.4950746,1.3123125615642166,103.75931247182874
AYER RAJAH EXPRESSWAY,null,434,CLEMENTI AVENUE 3,120434,20019.8119856,32983.9818058,1.3145688971601017,103.76161260319884
AYER RAJAH EXPRESSWAY,null,435,CLEMENTI AVENUE 3,120435,20121.9362232,32983.2279212,1.314562105652143,103.76253024021003
CENTRAL EXPRESSWAY,null,132,JALAN BUKIT MERAH,160132,27441.949764,29021.8808535,1.2787380812794333,103.82830428838527
CENTRAL EXPRESSWAY,null,132,JALAN BUKIT MERAH,160132,27442.4559355,29073.5350443,1.2792052236848086,103.82830883561782
CENTRAL EXPRESSWAY,null,140,JALAN BUKIT MERAH,160140,27577.7302439,28957.5328454,1.27815614255882,103.8295243278487
CENTRAL EXPRESSWAY,KIM TIAN VISTA,131,JALAN BUKIT MERAH,160131,27450.085011,29173.1486132,1.280106094016059,103.82837738400973
CENTRAL EXPRESSWAY,KIM TIAN VISTA,130,KIM TIAN ROAD,160130,27550.3797609,29205.8211158,1.2804015742684158,103.82927857001748
CENTRAL EXPRESSWAY,null,134,JALAN BUKIT MERAH,160134,27377.3365478,29032.1566524,1.2788310107923266,103.8277237141705
CENTRAL EXPRESSWAY,KIM TIAN VISTA,131C,KIM TIAN ROAD,163131,27499.5968339,29195.9637416,1.2803124268650103,103.82882226620806
CENTRAL EXPRESSWAY,MULTI STOREY CAR PARK,131A,KIM TIAN ROAD,161131,27480.8565934,29229.9446988,1.280619738424196,103.8286538774492
CENTRAL EXPRESSWAY,null,133,JALAN BUKIT MERAH,160133,27341.4143836,29111.7619641,1.2795509325964671,103.82740093836992
CENTRAL EXPRESSWAY,null,143,JALAN BUKIT MERAH,160143,27630.8351187,28916.5195458,1.277785233316576,103.83000149546396
CENTRAL EXPRESSWAY,null,146,JALAN BUKIT MERAH,160146,27720.9776841,28923.544533,1.2778487657679083,103.83081145990903
CENTRAL EXPRESSWAY,null,141,JALAN BUKIT MERAH,160141,27490.3191824,28845.7921364,1.2771455974483867,103.82873890860469
CENTRAL EXPRESSWAY,null,144,JALAN BUKIT MERAH,160144,27625.7218271,28863.4655818,1.2773054317952262,103.82995555126205
CENTRAL EXPRESSWAY,null,145,JALAN BUKIT MERAH,160145,27688.0563787,28862.1494088,1.2772935294671623,103.8305156503221
CENTRAL EXPRESSWAY,KIM TIAN GREEN,127D,KIM TIAN ROAD,164127,27624.3449971,29285.2393109,1.2811198055507873,103.82994317492818
CENTRAL EXPRESSWAY,KIM TIAN GREEN,127C,KIM TIAN ROAD,163127,27634.648703,29329.8008051,1.281522804200257,103.83003575716559
CENTRAL EXPRESSWAY,KIM TIAN VISTA,129A,KIM TIAN ROAD,161129,27548.5633792,29269.3358766,1.2809759794697044,103.8292622482289
CENTRAL EXPRESSWAY,KIM TIAN GREEN,127,KIM TIAN ROAD,160127,27551.9428601,29367.244117,1.28186142731092,103.82929261277286
CENTRAL EXPRESSWAY,KIM TIAN VISTA,129,KIM TIAN ROAD,160129,27503.3722504,29288.9134203,1.2811530312285337,103.82885618830521
CENTRAL EXPRESSWAY,TIONG BAHRU ESTATE,55,TIONG BAHRU ROAD,160055,28090.9140102,29649.4901595,1.2844139645979604,103.83413547764027
CENTRAL EXPRESSWAY,TIONG BAHRU ESTATE,82,TIONG POH ROAD,160082,28040.3427776,29519.0948684,1.2832347154329566,103.83368107496179
CENTRAL EXPRESSWAY,TIONG BAHRU ESTATE,64,TIONG POH ROAD,160064,28041.3561497,29572.1853053,1.283714846719329,103.83369018057314
CENTRAL EXPRESSWAY,TIONG BAHRU ESTATE,65,TIONG POH ROAD,160065,27988.4184147,29530.5380731,1.2833382037832444,103.83321451424085
CENTRAL EXPRESSWAY,TIONG BAHRU ESTATE,81,TIONG POH ROAD,160081,27951.0566145,29448.5457676,1.2825966940937237,103.83287880396556
CENTRAL EXPRESSWAY,TIONG BAHRU ESTATE,56,ENG HOON STREET,160056,28067.2745333,29630.4055601,1.2842413702350761,103.83392306755448
CENTRAL EXPRESSWAY,null,63,SENG POH LANE,160063,28021.9957787,29590.7429693,1.2838826757407193,103.8335162200444
CENTRAL EXPRESSWAY,null,62,SENG POH LANE,160062,28009.5144124,29583.1844181,1.2838143188609417,103.83340407005474
CENTRAL EXPRESSWAY,TIONG BAHRU ESTATE,59,ENG HOON STREET,160059,28013.107101,29620.080152,1.2841479909331879,103.8334363517881
CENTRAL EXPRESSWAY,null,68,SENG POH LANE,160068,27985.2980883,29563.5783922,1.2836370088374218,103.83318647686914
CENTRAL EXPRESSWAY,TIONG BAHRU ESTATE,74,TIONG POH ROAD,160074,27932.210436,29486.1672066,1.2829369291567219,103.83270946363768
CENTRAL EXPRESSWAY,TIONG BAHRU ESTATE,66,ENG WATT STREET,160066,27937.8180945,29582.7568223,1.2838104517707984,103.83275985044291
CENTRAL EXPRESSWAY,null,67,SENG POH LANE,160067,27974.9601795,29553.6511897,1.2835472306934084,103.8330935867077
CENTRAL EXPRESSWAY,TIONG BAHRU ESTATE,73,ENG WATT STREET,160073,27904.0604544,29534.0945309,1.2833703669915832,103.83245652492097
CENTRAL EXPRESSWAY,null,13,YORK HILL,162013,28550.4427811,29885.0439324,1.286544225587529,103.8382645294106
CENTRAL EXPRESSWAY,null,12,YORK HILL,163012,28537.4033943,29924.8364334,1.2869040952223954,103.83814736594277
CENTRAL EXPRESSWAY,null,51,CHIN SWEE ROAD,160051,28969.4831599,29980.0047674,1.287403007915331,103.84202977889117
CENTRAL EXPRESSWAY,null,34,UPPER CROSS STREET,050034,28999.928768,29850.8763389,1.286235214796531,103.84230334095281
CENTRAL EXPRESSWAY,null,52,CHIN SWEE ROAD,160052,28919.4388323,29944.5957666,1.2870827828495794,103.84158010927487
CENTRAL EXPRESSWAY,null,34,UPPER CROSS STREET,050034,28985.8097406,29903.8390791,1.2867141916685307,103.84217647747012
CENTRAL EXPRESSWAY,null,53,CHIN SWEE ROAD,160053,28906.3926352,30004.3489132,1.2876231697033145,103.84146288562685
CENTRAL EXPRESSWAY,null,54,CHIN SWEE ROAD,160054,28874.4508925,29983.6983089,1.2874364137945749,103.84117587551358
CENTRAL EXPRESSWAY,null,2,JALAN KUKOH,163002,28700.6843049,30110.1163869,1.2885796988497764,103.83961451499675
CENTRAL EXPRESSWAY,MOULMEIN VIEW,69,MOULMEIN ROAD,300069,29914.1238675,33468.508511,1.318951762331268,103.85051797259266
CENTRAL EXPRESSWAY,MOULMEIN VIEW,69,MOULMEIN ROAD,300069,29917.7138017,33450.1843645,1.3187860450081361,103.85055022886942
CENTRAL EXPRESSWAY,MULTI STOREY CAR PARK,56,OWEN ROAD,210056,29912.3498913,33305.9361134,1.3174815151799244,103.85050202242896
CENTRAL EXPRESSWAY,KENT HEIGHTS,55A,OWEN ROAD,211055,29942.1383998,33257.6440297,1.3170447767825897,103.85076968439193
CENTRAL EXPRESSWAY,KENT HEIGHTS,55,OWEN ROAD,210055,29883.4722371,33271.1144024,1.3171666017250871,103.85024253979918
CENTRAL EXPRESSWAY,null,37,CAMBRIDGE ROAD,210037,29785.6531056,33237.9279797,1.316866481296938,103.8493635830144
CENTRAL EXPRESSWAY,WHAMPOA VIEW,101,WHAMPOA DRIVE,323101,30280.9321186,33630.5410186,1.3204171018757758,103.85381394640238
CENTRAL EXPRESSWAY,WHAMPOA VIEW,104,WHAMPOA DRIVE,323104,30226.8268567,33672.8342907,1.3207995912385937,103.85332778542069
CENTRAL EXPRESSWAY,KENT VILLE,54,KENT ROAD,210054,30145.7171354,33261.236688,1.3170772539599278,103.8525989434713
CENTRAL EXPRESSWAY,WHAMPOA VIEW,99,WHAMPOA DRIVE,320099,30279.8018818,33674.2956894,1.3208128037114433,103.85380379387176
CENTRAL EXPRESSWAY,WHAMPOA VIEW,100,WHAMPOA DRIVE,320100,30340.4490235,33670.6111375,1.320779477351722,103.85434873992133
CENTRAL EXPRESSWAY,TENTERAM PEAK,117,JALAN TENTERAM,320117,31153.3012048,34506.0969603,1.3283352416971104,103.86165272793812
CENTRAL EXPRESSWAY,TENTERAM PEAK,117A,JALAN TENTERAM,321117,31096.0622077,34494.8555522,1.3282335842714257,103.86113840291368
CENTRAL EXPRESSWAY,KIM KEAT BEACON,265,KIM KEAT AVENUE,310265,30979.934548,34876.1358343,1.3316817593255146,103.86009496916195
CENTRAL EXPRESSWAY,KIM KEAT BEACON,265A,KIM KEAT AVENUE,311265,30947.9184974,34911.1782293,1.3319986734227587,103.8598072903192
CENTRAL EXPRESSWAY,KIM KEAT BEACON,267A,KIM KEAT AVENUE,311267,30885.3484307,34881.9568216,1.3317344114049126,103.85924506023902
CENTRAL EXPRESSWAY,null,115,POTONG PASIR AVENUE 1,350115,31281.69893,35494.0581748,1.3372699980605909,103.8628065583661
CENTRAL EXPRESSWAY,null,116,POTONG PASIR AVENUE 1,350116,31260.1946475,35444.9630209,1.3368260012868982,103.86261332459928
CENTRAL EXPRESSWAY,null,117,POTONG PASIR AVENUE 1,350117,31305.5489813,35354.541082,1.3360082525238846,103.86302084981915
CENTRAL EXPRESSWAY,null,118,POTONG PASIR AVENUE 1,350118,31264.6955269,35296.2921331,1.3354814741890977,103.86265375167467
CENTRAL EXPRESSWAY,null,114,POTONG PASIR AVENUE 1,350114,31337.3234328,35439.3165891,1.3367749285527244,103.86330637092426
CENTRAL EXPRESSWAY,null,120,POTONG PASIR AVENUE 1,350120,31346.4074903,35293.203467,1.3354535324679284,103.86338798039782
CENTRAL EXPRESSWAY,null,119,POTONG PASIR AVENUE 1,350119,31296.8920352,35194.5661011,1.3345614966537995,103.86294304484392
CENTRAL EXPRESSWAY,null,113,POTONG PASIR AVENUE 1,350113,31369.9474461,35359.8147636,1.336055938719101,103.86359950782833
BUKIT TIMAH EXPRESSWAY,null,276,BANGKIT ROAD,670276,21587.7954242,39801.3268595,1.3762228794328024,103.7757002655831
BUKIT TIMAH EXPRESSWAY,null,211,PETIR ROAD,670211,21637.3082762,39628.9697913,1.3746641552925465,103.77614521145978
BUKIT TIMAH EXPRESSWAY,null,212,PETIR ROAD,670212,21594.4865252,39611.1672227,1.3745031460039085,103.77576043117439
BUKIT TIMAH EXPRESSWAY,null,277,BANGKIT ROAD,670277,21511.0455032,39783.5684518,1.3760622619590117,103.77501061596418
BUKIT TIMAH EXPRESSWAY,null,213,PETIR ROAD,670213,21561.8721976,39600.0507305,1.374402605346552,103.77546737049347
BUKIT TIMAH EXPRESSWAY,null,214,PETIR ROAD,670214,21493.8755052,39659.5965112,1.3749411008424692,103.77485635842409
BUKIT TIMAH EXPRESSWAY,null,210,PETIR ROAD,670210,21649.662063,39576.6256418,1.3741907764253656,103.77625623033266
BUKIT TIMAH EXPRESSWAY,null,209,PETIR ROAD,670209,21603.3822856,39573.418991,1.374161766601043,103.77584037411877
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,480A,SEGAR ROAD,671480,21167.2608664,41302.3807033,1.389797770079666,103.77192110976505
BUKIT TIMAH EXPRESSWAY,SEGAR GROVE,488A,SEGAR ROAD,671488,21093.996667,41309.2936687,1.3898602711053465,103.77126277264618
BUKIT TIMAH EXPRESSWAY,SEGAR GROVE,488,SEGAR ROAD,670488,21110.2724277,41272.4096485,1.3895267093141486,103.77140903163253
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,480,SEGAR ROAD,670480,21218.1902298,41290.7375786,1.389692485824777,103.77237875218303
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,481,SEGAR ROAD,670481,21201.1789873,41264.6417337,1.3894564805231926,103.77222589908392
BUKIT TIMAH EXPRESSWAY,SEGAR GROVE,486,SEGAR ROAD,670486,21133.8354779,41240.7734006,1.3892406081759432,103.77162077125958
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,479,SEGAR ROAD,670479,21255.1584857,41286.2580986,1.389651983639509,103.77271094157385
BUKIT TIMAH EXPRESSWAY,SEGAR GROVE,487A,SEGAR ROAD,671487,21074.8777135,41254.7744921,1.3893672149680374,103.77109098696734
BUKIT TIMAH EXPRESSWAY,SEGAR GROVE,487,SEGAR ROAD,670487,21076.5695727,41233.3069549,1.3891730707783327,103.77110619470712
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,482,SEGAR ROAD,670482,21208.5223029,41231.9684744,1.3891609971685206,103.77229189202826
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,478A,SEGAR ROAD,671478,21285.2794276,41313.2498455,1.3898960941557315,103.77298159532275
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,478,SEGAR ROAD,670478,21273.4072045,41272.9104323,1.3895312764291095,103.77287492348675
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,477,SEGAR ROAD,670477,21294.5388881,41240.6352878,1.3892393966417078,103.77306481538548
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,476,SEGAR ROAD,670476,21276.8472819,41202.5529582,1.3888949898161158,103.77290585140489
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,475,SEGAR ROAD,670475,21246.9545304,41208.220729,1.3889462401477937,103.77263724070495
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,476A,SEGAR ROAD,671476,21342.2870259,41219.9145223,1.389052016545046,103.77349387395412
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,468A,SEGAR ROAD,671468,21368.4448293,41109.3265393,1.3880519050009186,103.77372894703105
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,470,SEGAR ROAD,670470,21316.6588517,41149.6326576,1.3884164070341758,103.77326360110197
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,471,SEGAR ROAD,670471,21275.6196427,41135.8382662,1.3882916461169124,103.77289483544546
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,469,SEGAR ROAD,670469,21319.3591796,41091.3430286,1.387889257439464,103.77328787892068
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,471A,SEGAR ROAD,671471,21304.4892456,41121.2535172,1.3881597536074923,103.77315425432985
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,467,SEGAR ROAD,670467,21375.0644071,40991.0696479,1.3869824341566537,103.77378845575619
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,466A,SEGAR ROAD,671466,21340.692115,41015.946026,1.387207399240034,103.77347958883263
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,466,SEGAR ROAD,670466,21320.6063416,40986.7056706,1.3869429554921409,103.77329910948096
BUKIT TIMAH EXPRESSWAY,SEGAR GARDENS,468,SEGAR ROAD,670468,21339.3109264,41046.3783951,1.3874826182101216,103.77346717088025
EAST COAST PARKWAY,MARINE TERRACE WALK,6,MARINE TERRACE,440006,37256.8172085,31791.6409952,1.3037854416862702,103.91649534333106
EAST COAST PARKWAY,MARINE TERRACE BREEZE,14,MARINE TERRACE,440014,37136.223084,31757.4403529,1.3034761792266416,103.91541174034123
EAST COAST PARKWAY,MARINE TERRACE WALK,8,MARINE TERRACE,440008,37213.7772556,31855.6861722,1.304364655922487,103.916108628733
EAST COAST PARKWAY,MARINE TERRACE BREEZE,13,MARINE TERRACE,440013,37154.4473462,31819.9717069,1.3040416848032876,103.9155755119457
EAST COAST PARKWAY,MARINE TERRACE BREEZE,20,MARINE TERRACE,440020,37097.8579909,31783.9448156,1.3037158872888526,103.91506702032169
EAST COAST PARKWAY,MARINE TERRACE WALK,7,MARINE TERRACE,440007,37343.6304168,31826.1986484,1.3040979425408836,103.91727540976613
EAST COAST PARKWAY,MARINE TERRACE BREEZE,12A,MARINE TERRACE,441012,37144.8657738,31843.1347658,1.304251165960662,103.91548942394911
EAST COAST PARKWAY,MARINE TERRACE BREEZE,12A,MARINE TERRACE,441012,37120.3175007,31822.4772906,1.304064354460318,103.91526884048201
EAST COAST PARKWAY,MARINE TERRACE BREEZE,12A,MARINE TERRACE,441012,37123.2692648,31860.1185854,1.3044047678507433,103.91529537443894
EAST COAST PARKWAY,MARINE TERRACE BREEZE,12,MARINE TERRACE,440012,37172.735262,31882.4914683,1.3046070855038603,103.91573985558385
EAST COAST PARKWAY,MARINE CRESCENT VILLE,33,MARINE CRESCENT,440033,36777.0948495,31665.9598216,1.302648966066726,103.91218478455741
EAST COAST PARKWAY,MARINE CRESCENT VILLE,29,MARINE CRESCENT,440029,36889.7630906,31688.1745845,1.3028498362792773,103.91319716582392
EAST COAST PARKWAY,MARINE CRESCENT VILLE,35,MARINE CRESCENT,440035,36814.6127721,31745.7339984,1.303370404294331,103.91252192253741
EAST COAST PARKWAY,MARINE CRESCENT VILLE,32,MARINE CRESCENT,440032,36735.0092461,31724.4870542,1.3031782771255844,103.91180664280861
EAST COAST PARKWAY,MARINE CRESCENT VILLE,28,MARINE CRESCENT,440028,36906.6391865,31753.1509862,1.3034374545531724,103.9133488237067
EAST COAST PARKWAY,MULTI STOREY CAR PARK,35A,MARINE CRESCENT,441035,36857.083021,31791.0869095,1.3037805475457047,103.91290354985418
EAST COAST PARKWAY,MARINE DRIVE GARDENS,64,MARINE DRIVE,440064,36476.2380833,31606.6642361,1.302112801814716,103.90948143466196
EAST COAST PARKWAY,MULTI STOREY CAR PARK,65A,MARINE DRIVE,441065,36517.942522,31695.2403728,1.3029138410646772,103.90985619195604
EAST COAST PARKWAY,MARINE DRIVE GARDENS,63,MARINE DRIVE,440063,36449.2451862,31636.2864221,1.302380701558066,103.90923889935809
EAST COAST PARKWAY,MARINE DRIVE VIEW,79,MARINE DRIVE,440079,36290.447751,31542.562004,1.3015331344798702,103.90781200794818
EAST COAST PARKWAY,MARINE DRIVE VIEW,78,MARINE DRIVE,440078,36356.7869384,31544.6846069,1.301552312751624,103.90840809582492
EAST COAST PARKWAY,MARINE PARADE PROMENADE,80,MARINE PARADE CENTRAL,440080,36282.2965527,31647.4854247,1.3024820263213808,103.90773879359976
EAST COAST PARKWAY,MARINE DRIVE VIEW,77,MARINE DRIVE,440077,36376.6075341,31595.9361427,1.3020158078519184,103.90858620649504
EAST COAST PARKWAY,null,89,MARINE PARADE CENTRAL,440089,36139.8255771,31515.7149078,1.3012903788471717,103.90645859323624
EAST COAST PARKWAY,MARINE DRIVE VIEW,77A,MARINE DRIVE,441077,36339.2617153,31632.7684954,1.3023489164504234,103.90825064736043
EAST COAST PARKWAY,MARINE PARADE PROMENADE,86,MARINE PARADE CENTRAL,440086,36172.7570829,31565.1249395,1.3017372167586556,103.90675451046857
KALLANG PAYA LEBAR EXPRESSWAY,BALAM GARDENS,19,BALAM ROAD,370019,34019.3447108,34849.3372577,1.331438951978333,103.88740576979369
KALLANG PAYA LEBAR EXPRESSWAY,MACPHERSON VIEW,81,MACPHERSON LANE,360081,33895.9123575,34930.1018332,1.3321693820986475,103.88629667673281
KALLANG PAYA LEBAR EXPRESSWAY,BALAM GARDENS,21,BALAM ROAD,370021,33971.1901648,34824.2559957,1.3312121355415292,103.88697306939555
KALLANG PAYA LEBAR EXPRESSWAY,MACPHERSON VIEW,82,MACPHERSON LANE,360082,33820.6162078,34942.6994891,1.332283325327923,103.88562010095451
KALLANG PAYA LEBAR EXPRESSWAY,BALAM GARDENS,23,BALAM ROAD,370023,33922.623611,34799.1896255,1.3309854537811476,103.88653666695754
KALLANG PAYA LEBAR EXPRESSWAY,null,82A,MACPHERSON LANE,361082,33829.0454175,34900.0202397,1.331897347861584,103.88569583399246
KALLANG PAYA LEBAR EXPRESSWAY,BALAM GARDENS,20,BALAM ROAD,370020,34030.9523615,34783.6411741,1.3308448178335073,103.88751005805213
KALLANG PAYA LEBAR EXPRESSWAY,MACPHERSON VIEW,83,MACPHERSON LANE,360083,33809.2425891,34861.5958516,1.3315498552515974,103.88551788717108
KALLANG PAYA LEBAR EXPRESSWAY,MACPHERSON VIEW,83,MACPHERSON LANE,360083,33797.9437022,34887.960113,1.3317882863528632,103.88541636535767
KALLANG PAYA LEBAR EXPRESSWAY,MACPHERSON VIEW,82,MACPHERSON LANE,360082,33804.1172206,34922.2312797,1.3320982213329355,103.88547184439236
KALLANG PAYA LEBAR EXPRESSWAY,BALAM GARDENS,28,BALAM ROAD,370028,33927.3589462,34743.405671,1.3304809627510363,103.88657920576422
KALLANG PAYA LEBAR EXPRESSWAY,null,27A,BALAM ROAD,371027,33839.3868071,34732.5934024,1.3303831975043754,103.88578872517797
KALLANG PAYA LEBAR EXPRESSWAY,BALAM GARDENS,27,BALAM ROAD,370027,33888.0324511,34725.5522521,1.3303195104719923,103.88622583193045
KALLANG PAYA LEBAR EXPRESSWAY,BALAM GARDENS,31,BALAM ROAD,370031,33797.0169268,34655.0934105,1.3296823234314858,103.88540799359573
KALLANG PAYA LEBAR EXPRESSWAY,BALAM GARDENS,33,BALAM ROAD,370033,33878.3178509,34665.8686614,1.329779755327259,103.88613852938622
KALLANG PAYA LEBAR EXPRESSWAY,null,31A,CIRCUIT ROAD,379497,33803.9276523,34599.6028738,1.3291804855577027,103.88547007975606
KALLANG PAYA LEBAR EXPRESSWAY,null,35,CIRCUIT ROAD,370035,33864.050492,34597.2280478,1.3291589969449904,103.88601031612322
KALLANG PAYA LEBAR EXPRESSWAY,null,77,CIRCUIT ROAD,370077,33790.5542885,34530.6123018,1.3285565620608648,103.88534989966553
